order_id,order_date,customer_id,customer_name,region,country,category,product,quantity,unit_price,discount,payment_method,gross_sales,discount_amount,revenue,estimated_cost,profit,profit_margin,order_month,order_year,order_year_month
106864,2025-03-31,C02863,Customer 2863,East,India,Home & Kitchen,Cookware Set,1,166.2,0.067,Net Banking,166.2,11.1354,155.0646,100.792,54.2726,0.35,3,2025,2025-03
116051,2025-03-31,C03225,Customer 3225,South,India,Clothing,Sneakers,1,79.35,0.09,Net Banking,79.35,7.1415,72.2085,39.7147,32.4938,0.45,3,2025,2025-03
117350,2025-03-31,C00731,Customer 731,North,India,Electronics,Wireless Headphones,1,71.48,0.016,UPI,71.48,1.1437,70.3363,50.6422,19.6942,0.28,3,2025,2025-03
102783,2025-03-31,C03106,Customer 3106,Central,India,Clothing,T-Shirt,1,25.05,0.107,UPI,25.05,2.6804,22.3696,12.3033,10.0663,0.45,3,2025,2025-03
116847,2025-03-31,C01568,Customer 1568,South,India,Electronics,Wireless Headphones,1,68.02,0.103,Credit Card,68.02,7.0061,61.0139,43.93,17.0839,0.28,3,2025,2025-03
104959,2025-03-31,C00589,Customer 589,East,India,Home & Kitchen,Vacuum Cleaner,1,205.84,0.15,UPI,205.84,30.876,174.964,113.7266,61.2374,0.35,3,2025,2025-03
110850,2025-03-31,C02229,Customer 2229,West,India,Clothing,Sneakers,1,86.91,0.171,Credit Card,86.91,14.8616,72.0484,39.6266,32.4218,0.45,3,2025,2025-03
107236,2025-03-31,C01749,Customer 1749,West,India,Sports,Yoga Mat,1,27.05,0.102,UPI,27.05,2.7591,24.2909,14.0887,10.2022,0.42,3,2025,2025-03
119878,2025-03-31,C03445,Customer 3445,South,India,Clothing,Jacket,2,121.47,0.06,UPI,242.94,14.5764,228.3636,125.6,102.7636,0.45,3,2025,2025-03
118865,2025-03-31,C01138,Customer 1138,South,India,Sports,Tennis Racket,1,110.73,0.083,UPI,110.73,9.1906,101.5394,58.8929,42.6466,0.42,3,2025,2025-03
116569,2025-03-31,C01859,Customer 1859,South,India,Books,Business Book,2,29.69,0.151,Credit Card,59.38,8.9664,50.4136,31.2564,19.1572,0.38,3,2025,2025-03
115198,2025-03-31,C03216,Customer 3216,West,India,Electronics,Wireless Headphones,2,69.63,0.109,UPI,139.26,15.1793,124.0807,89.3381,34.7426,0.28,3,2025,2025-03
113451,2025-03-31,C01420,Customer 1420,West,India,Home & Kitchen,Cookware Set,2,156.06,0.0,Net Banking,312.12,0.0,312.12,202.878,109.242,0.35,3,2025,2025-03
109600,2025-03-31,C01026,Customer 1026,West,India,Clothing,Backpack,3,53.02,0.165,Credit Card,159.06,26.2449,132.8151,73.0483,59.7668,0.45,3,2025,2025-03
111589,2025-03-31,C03115,Customer 3115,South,India,Electronics,Smartwatch,1,200.84,0.081,Credit Card,200.84,16.268,184.572,132.8918,51.6801,0.28,3,2025,2025-03
118488,2025-03-31,C01683,Customer 1683,North,India,Electronics,Bluetooth Speaker,2,61.94,0.073,Net Banking,123.88,9.0432,114.8368,82.6825,32.1543,0.28,3,2025,2025-03
106723,2025-03-31,C01660,Customer 1660,South,India,Home & Kitchen,Vacuum Cleaner,4,223.1,0.152,Wallet,892.4,135.6448,756.7552,491.8909,264.8643,0.35,3,2025,2025-03
114382,2025-03-31,C01510,Customer 1510,Central,India,Home & Kitchen,Coffee Maker,1,92.35,0.149,Debit Card,92.35,13.7602,78.5898,51.0834,27.5064,0.35,3,2025,2025-03
114142,2025-03-31,C01842,Customer 1842,North,India,Electronics,Laptop,1,789.78,0.082,Credit Card,789.78,64.762,725.018,522.013,203.0051,0.28,3,2025,2025-03
108089,2025-03-31,C00895,Customer 895,East,India,Home & Kitchen,Cookware Set,1,165.07,0.127,Credit Card,165.07,20.9639,144.1061,93.669,50.4371,0.35,3,2025,2025-03
117820,2025-03-31,C03460,Customer 3460,South,India,Home & Kitchen,Air Fryer,4,120.82,0.083,Debit Card,483.28,40.1122,443.1678,288.059,155.1087,0.35,3,2025,2025-03
104300,2025-03-31,C02243,Customer 2243,West,India,Clothing,Backpack,1,62.79,0.083,Wallet,62.79,5.2116,57.5784,31.6681,25.9103,0.45,3,2025,2025-03
113624,2025-03-31,C01742,Customer 1742,North,India,Books,Data Science Book,5,48.11,0.051,Credit Card,240.55,12.268,228.282,141.5348,86.7471,0.38,3,2025,2025-03
109150,2025-03-31,C03150,Customer 3150,East,India,Electronics,Wireless Headphones,1,78.01,0.034,Net Banking,78.01,2.6523,75.3577,54.2575,21.1001,0.28,3,2025,2025-03
108639,2025-03-31,C00699,Customer 699,North,India,Clothing,T-Shirt,2,26.89,0.125,Debit Card,53.78,6.7225,47.0575,25.8816,21.1759,0.45,3,2025,2025-03
114688,2025-03-31,C02906,Customer 2906,South,India,Clothing,Sneakers,3,85.05,0.029,Credit Card,255.15,7.3994,247.7506,136.2629,111.4878,0.45,3,2025,2025-03
116276,2025-03-31,C01712,Customer 1712,Central,India,Electronics,Wireless Headphones,2,72.11,0.072,Debit Card,144.22,10.3838,133.8362,96.362,37.4741,0.28,3,2025,2025-03
102485,2025-03-31,C01974,Customer 1974,East,India,Sports,Football,2,38.51,0.147,UPI,77.02,11.3219,65.6981,38.1049,27.5932,0.42,3,2025,2025-03
108419,2025-04-01,C01848,Customer 1848,East,India,Home & Kitchen,Cookware Set,1,138.74,0.199,UPI,138.74,27.6093,111.1307,72.235,38.8958,0.35,4,2025,2025-04
116791,2025-04-01,C03364,Customer 3364,South,India,Clothing,Jacket,2,122.14,0.021,Credit Card,244.28,5.1299,239.1501,131.5326,107.6176,0.45,4,2025,2025-04
106077,2025-04-01,C02402,Customer 2402,South,India,Clothing,Jacket,1,126.16,0.05,Net Banking,126.16,6.308,119.852,65.9186,53.9334,0.45,4,2025,2025-04
107195,2025-04-01,C00875,Customer 875,South,India,Sports,Dumbbells,1,70.29,0.0,UPI,70.29,0.0,70.29,40.7682,29.5218,0.42,4,2025,2025-04
100534,2025-04-01,C00101,Customer 101,South,India,Clothing,Jacket,1,111.84,0.088,Debit Card,111.84,9.8419,101.9981,56.0989,45.8991,0.45,4,2025,2025-04
105339,2025-04-01,C03245,Customer 3245,Central,India,Sports,Football,1,35.18,0.14,Credit Card,35.18,4.9252,30.2548,17.5478,12.707,0.42,4,2025,2025-04
105391,2025-04-01,C01654,Customer 1654,West,India,Clothing,Jeans,1,58.74,0.208,Debit Card,58.74,12.2179,46.5221,25.5871,20.9349,0.45,4,2025,2025-04
102441,2025-04-01,C01920,Customer 1920,North,India,Books,Self Help Book,1,21.01,0.079,UPI,21.01,1.6598,19.3502,11.9971,7.3531,0.38,4,2025,2025-04
107991,2025-04-01,C02611,Customer 2611,East,India,Clothing,T-Shirt,1,24.01,0.075,Credit Card,24.01,1.8008,22.2092,12.2151,9.9942,0.45,4,2025,2025-04
111701,2025-04-01,C01600,Customer 1600,South,India,Home & Kitchen,Air Fryer,4,113.18,0.082,UPI,452.72,37.123,415.597,270.138,145.4589,0.35,4,2025,2025-04
115488,2025-04-01,C03333,Customer 3333,Central,India,Clothing,T-Shirt,1,27.61,0.133,Debit Card,27.61,3.6721,23.9379,13.1658,10.772,0.45,4,2025,2025-04
104252,2025-04-01,C00713,Customer 713,West,India,Electronics,Bluetooth Speaker,2,66.46,0.097,Credit Card,132.92,12.8932,120.0268,86.4193,33.6075,0.28,4,2025,2025-04
115813,2025-04-01,C00559,Customer 559,East,India,Home & Kitchen,Coffee Maker,1,79.2,0.134,UPI,79.2,10.6128,68.5872,44.5817,24.0055,0.35,4,2025,2025-04
110410,2025-04-01,C01372,Customer 1372,North,India,Electronics,Smartphone,3,710.11,0.165,Credit Card,2130.33,351.5044,1778.8256,1280.7544,498.0712,0.28,4,2025,2025-04
115259,2025-04-01,C02041,Customer 2041,South,India,Electronics,Bluetooth Speaker,1,62.96,0.147,UPI,62.96,9.2551,53.7049,38.6675,15.0374,0.28,4,2025,2025-04
101319,2025-04-01,C01294,Customer 1294,East,India,Sports,Yoga Mat,4,26.82,0.0,Credit Card,107.28,0.0,107.28,62.2224,45.0576,0.42,4,2025,2025-04
115184,2025-04-01,C00898,Customer 898,North,India,Clothing,Backpack,1,52.22,0.053,UPI,52.22,2.7677,49.4523,27.1988,22.2536,0.45,4,2025,2025-04
102335,2025-04-01,C01301,Customer 1301,East,India,Home & Kitchen,Cookware Set,5,159.25,0.127,Debit Card,796.25,101.1238,695.1262,451.8321,243.2942,0.35,4,2025,2025-04
115054,2025-04-01,C03162,Customer 3162,South,India,Clothing,Sneakers,3,77.15,0.092,Credit Card,231.45,21.2934,210.1566,115.5861,94.5705,0.45,4,2025,2025-04
116701,2025-04-02,C02383,Customer 2383,Central,India,Home & Kitchen,Air Fryer,2,121.47,0.154,UPI,242.94,37.4128,205.5272,133.5927,71.9345,0.35,4,2025,2025-04
115796,2025-04-02,C02831,Customer 2831,North,India,Clothing,Sneakers,4,78.87,0.023,Debit Card,315.48,7.256,308.224,169.5232,138.7008,0.45,4,2025,2025-04
116629,2025-04-02,C02250,Customer 2250,West,India,Electronics,Smartwatch,1,197.06,0.118,Debit Card,197.06,23.2531,173.8069,125.141,48.6659,0.28,4,2025,2025-04
104819,2025-04-02,C02219,Customer 2219,South,India,Clothing,Backpack,2,54.96,0.11,UPI,109.92,12.0912,97.8288,53.8058,44.023,0.45,4,2025,2025-04
112529,2025-04-02,C00786,Customer 786,North,India,Clothing,Jeans,5,58.19,0.047,Credit Card,290.95,13.6746,277.2754,152.5014,124.7739,0.45,4,2025,2025-04
107815,2025-04-02,C00165,Customer 165,South,India,Clothing,Jacket,1,110.32,0.059,UPI,110.32,6.5089,103.8111,57.0961,46.715,0.45,4,2025,2025-04
111372,2025-04-02,C03195,Customer 3195,East,India,Home & Kitchen,Vacuum Cleaner,1,238.68,0.089,Credit Card,238.68,21.2425,217.4375,141.3344,76.1031,0.35,4,2025,2025-04
116700,2025-04-02,C02036,Customer 2036,West,India,Books,Data Science Book,1,36.02,0.037,Credit Card,36.02,1.3327,34.6873,21.5061,13.1812,0.38,4,2025,2025-04
116242,2025-04-02,C03125,Customer 3125,West,India,Books,Fiction Book,1,17.17,0.152,Debit Card,17.17,2.6098,14.5602,9.0273,5.5329,0.38,4,2025,2025-04
107328,2025-04-02,C00459,Customer 459,East,India,Home & Kitchen,Air Fryer,5,109.39,0.074,Debit Card,546.95,40.4743,506.4757,329.2092,177.2665,0.35,4,2025,2025-04
103343,2025-04-02,C02287,Customer 2287,West,India,Electronics,Smartwatch,2,191.09,0.079,Debit Card,382.18,30.1922,351.9878,253.4312,98.5566,0.28,4,2025,2025-04
102534,2025-04-02,C00955,Customer 955,North,India,Electronics,Bluetooth Speaker,5,65.06,0.07,UPI,325.3,22.771,302.529,217.8209,84.7081,0.28,4,2025,2025-04
109596,2025-04-02,C01998,Customer 1998,East,India,Home & Kitchen,Coffee Maker,4,78.54,0.119,Wallet,314.16,37.385,276.775,179.9037,96.8712,0.35,4,2025,2025-04
115475,2025-04-02,C00154,Customer 154,South,India,Clothing,Backpack,2,60.24,0.108,UPI,120.48,13.0118,107.4682,59.1075,48.3607,0.45,4,2025,2025-04
112094,2025-04-02,C03215,Customer 3215,South,India,Home & Kitchen,Table Lamp,1,49.94,0.22,UPI,49.94,10.9868,38.9532,25.3196,13.6336,0.35,4,2025,2025-04
113312,2025-04-02,C00668,Customer 668,West,India,Clothing,Sneakers,2,72.88,0.275,Credit Card,145.76,40.084,105.676,58.1218,47.5542,0.45,4,2025,2025-04
112062,2025-04-02,C01539,Customer 1539,North,India,Sports,Football,2,37.4,0.056,UPI,74.8,4.1888,70.6112,40.9545,29.6567,0.42,4,2025,2025-04
110825,2025-04-02,C00121,Customer 121,North,India,Home & Kitchen,Cookware Set,2,163.39,0.194,Wallet,326.78,63.3953,263.3847,171.2,92.1846,0.35,4,2025,2025-04
118784,2025-04-02,C00693,Customer 693,North,India,Electronics,Laptop,1,949.25,0.15,UPI,949.25,142.3875,806.8625,580.941,225.9215,0.28,4,2025,2025-04
119843,2025-04-02,C02593,Customer 2593,Central,India,Books,Data Science Book,1,36.2,0.138,Net Banking,36.2,4.9956,31.2044,19.3467,11.8577,0.38,4,2025,2025-04
109878,2025-04-02,C01936,Customer 1936,West,India,Sports,Tennis Racket,1,88.43,0.176,Net Banking,88.43,15.5637,72.8663,42.2625,30.6039,0.42,4,2025,2025-04
114375,2025-04-02,C01498,Customer 1498,South,India,Electronics,Laptop,2,855.85,0.106,Credit Card,1711.7,181.4402,1530.2598,1101.7871,428.4727,0.28,4,2025,2025-04
105350,2025-04-02,C01364,Customer 1364,West,India,Electronics,Smartphone,2,687.63,0.148,UPI,1375.26,203.5385,1171.7215,843.6395,328.082,0.28,4,2025,2025-04
115136,2025-04-02,C02086,Customer 2086,South,India,Clothing,T-Shirt,2,24.31,0.017,Net Banking,48.62,0.8265,47.7935,26.2864,21.5071,0.45,4,2025,2025-04
108282,2025-04-02,C00441,Customer 441,North,India,Clothing,T-Shirt,3,21.35,0.175,Debit Card,64.05,11.2088,52.8413,29.0627,23.7786,0.45,4,2025,2025-04
118413,2025-04-02,C03328,Customer 3328,South,India,Books,Fiction Book,2,18.98,0.119,Wallet,37.96,4.5172,33.4428,20.7345,12.7082,0.38,4,2025,2025-04
100973,2025-04-02,C02025,Customer 2025,East,India,Electronics,Wireless Headphones,3,78.76,0.1,Credit Card,236.28,23.628,212.652,153.1094,59.5426,0.28,4,2025,2025-04
105063,2025-04-03,C01032,Customer 1032,North,India,Home & Kitchen,Coffee Maker,3,101.52,0.119,Debit Card,304.56,36.2426,268.3174,174.4063,93.9111,0.35,4,2025,2025-04
101016,2025-04-03,C01835,Customer 1835,South,India,Electronics,Bluetooth Speaker,2,62.19,0.01,Net Banking,124.38,1.2438,123.1362,88.6581,34.4781,0.28,4,2025,2025-04
105809,2025-04-03,C00749,Customer 749,East,India,Electronics,Wireless Headphones,3,78.05,0.05,Debit Card,234.15,11.7075,222.4425,160.1586,62.2839,0.28,4,2025,2025-04
112120,2025-04-03,C02160,Customer 2160,West,India,Home & Kitchen,Coffee Maker,1,93.15,0.204,Debit Card,93.15,19.0026,74.1474,48.1958,25.9516,0.35,4,2025,2025-04
105267,2025-04-03,C01891,Customer 1891,Central,India,Home & Kitchen,Air Fryer,1,112.3,0.195,Credit Card,112.3,21.8985,90.4015,58.761,31.6405,0.35,4,2025,2025-04
113900,2025-04-03,C01392,Customer 1392,Central,India,Clothing,Sneakers,4,89.33,0.129,Debit Card,357.32,46.0943,311.2257,171.1741,140.0516,0.45,4,2025,2025-04
118619,2025-04-03,C00600,Customer 600,North,India,Clothing,Jeans,3,53.94,0.144,Credit Card,161.82,23.3021,138.5179,76.1849,62.3331,0.45,4,2025,2025-04
107484,2025-04-03,C00530,Customer 530,North,India,Sports,Yoga Mat,3,28.89,0.137,Credit Card,86.67,11.8738,74.7962,43.3818,31.4144,0.42,4,2025,2025-04
111670,2025-04-03,C02871,Customer 2871,Central,India,Clothing,Jeans,2,53.7,0.072,Credit Card,107.4,7.7328,99.6672,54.817,44.8502,0.45,4,2025,2025-04
117656,2025-04-03,C00923,Customer 923,South,India,Sports,Tennis Racket,2,110.06,0.085,Credit Card,220.12,18.7102,201.4098,116.8177,84.5921,0.42,4,2025,2025-04
101841,2025-04-03,C00538,Customer 538,West,India,Electronics,Smartphone,3,612.05,0.081,Wallet,1836.15,148.7282,1687.4218,1214.9437,472.4781,0.28,4,2025,2025-04
117052,2025-04-03,C01679,Customer 1679,South,India,Electronics,Wireless Headphones,2,74.16,0.046,UPI,148.32,6.8227,141.4973,101.878,39.6192,0.28,4,2025,2025-04
100580,2025-04-03,C02987,Customer 2987,South,India,Home & Kitchen,Table Lamp,1,48.14,0.218,Credit Card,48.14,10.4945,37.6455,24.4696,13.1759,0.35,4,2025,2025-04
104522,2025-04-03,C01936,Customer 1936,South,India,Home & Kitchen,Coffee Maker,3,79.98,0.069,UPI,239.94,16.5559,223.3841,145.1997,78.1844,0.35,4,2025,2025-04
102662,2025-04-03,C01306,Customer 1306,East,India,Home & Kitchen,Vacuum Cleaner,5,215.01,0.0,UPI,1075.05,0.0,1075.05,698.7825,376.2675,0.35,4,2025,2025-04
106767,2025-04-03,C01214,Customer 1214,West,India,Sports,Football,1,30.62,0.092,Credit Card,30.62,2.817,27.803,16.1257,11.6772,0.42,4,2025,2025-04
112133,2025-04-03,C03108,Customer 3108,North,India,Home & Kitchen,Table Lamp,2,38.65,0.028,Wallet,77.3,2.1644,75.1356,48.8381,26.2975,0.35,4,2025,2025-04
102449,2025-04-03,C01455,Customer 1455,North,India,Clothing,Jacket,1,102.27,0.119,Net Banking,102.27,12.1701,90.0999,49.5549,40.5449,0.45,4,2025,2025-04
103837,2025-04-03,C02715,Customer 2715,South,India,Clothing,Jacket,4,95.19,0.053,UPI,380.76,20.1803,360.5797,198.3188,162.2609,0.45,4,2025,2025-04
105161,2025-04-03,C03491,Customer 3491,Central,India,Books,Self Help Book,2,19.72,0.131,UPI,39.44,5.1666,34.2734,21.2495,13.0239,0.38,4,2025,2025-04
100670,2025-04-03,C00019,Customer 19,South,India,Home & Kitchen,Vacuum Cleaner,1,187.15,0.048,UPI,187.15,8.9832,178.1668,115.8084,62.3584,0.35,4,2025,2025-04
103830,2025-04-03,C02886,Customer 2886,North,India,Clothing,Jeans,2,60.89,0.093,Wallet,121.78,11.3255,110.4545,60.75,49.7045,0.45,4,2025,2025-04
106049,2025-04-04,C03116,Customer 3116,East,India,Electronics,Wireless Headphones,1,78.53,0.21,Net Banking,78.53,16.4913,62.0387,44.6679,17.3708,0.28,4,2025,2025-04
109138,2025-04-04,C02765,Customer 2765,Central,India,Clothing,Backpack,1,59.08,0.088,Credit Card,59.08,5.199,53.881,29.6345,24.2464,0.45,4,2025,2025-04
110082,2025-04-04,C00458,Customer 458,North,India,Electronics,Wireless Headphones,2,88.25,0.114,Debit Card,176.5,20.121,156.379,112.5929,43.7861,0.28,4,2025,2025-04
104007,2025-04-04,C01860,Customer 1860,North,India,Home & Kitchen,Table Lamp,2,43.44,0.1,Debit Card,86.88,8.688,78.192,50.8248,27.3672,0.35,4,2025,2025-04
114845,2025-04-04,C03087,Customer 3087,West,India,Electronics,Bluetooth Speaker,1,65.12,0.001,UPI,65.12,0.0651,65.0549,46.8395,18.2154,0.28,4,2025,2025-04
109501,2025-04-04,C02749,Customer 2749,West,India,Clothing,Sneakers,2,91.32,0.11,Net Banking,182.64,20.0904,162.5496,89.4023,73.1473,0.45,4,2025,2025-04
108769,2025-04-04,C01469,Customer 1469,West,India,Clothing,T-Shirt,2,22.34,0.057,Debit Card,44.68,2.5468,42.1332,23.1733,18.96,0.45,4,2025,2025-04
112650,2025-04-04,C00839,Customer 839,South,India,Home & Kitchen,Table Lamp,2,38.67,0.109,UPI,77.34,8.4301,68.9099,44.7915,24.1185,0.35,4,2025,2025-04
109383,2025-04-04,C01710,Customer 1710,West,India,Home & Kitchen,Vacuum Cleaner,3,247.4,0.0,UPI,742.2,0.0,742.2,482.43,259.77,0.35,4,2025,2025-04
111925,2025-04-04,C01852,Customer 1852,East,India,Electronics,Smartphone,2,593.47,0.054,UPI,1186.94,64.0948,1122.8452,808.4486,314.3967,0.28,4,2025,2025-04
115971,2025-04-04,C02279,Customer 2279,Central,India,Home & Kitchen,Cookware Set,1,136.18,0.113,UPI,136.18,15.3883,120.7917,78.5146,42.2771,0.35,4,2025,2025-04
111951,2025-04-04,C03462,Customer 3462,North,India,Sports,Tennis Racket,1,113.85,0.008,Net Banking,113.85,0.9108,112.9392,65.5047,47.4345,0.42,4,2025,2025-04
116192,2025-04-04,C01908,Customer 1908,East,India,Electronics,Smartphone,1,690.08,0.234,Debit Card,690.08,161.4787,528.6013,380.5929,148.0084,0.28,4,2025,2025-04
105410,2025-04-04,C01418,Customer 1418,Central,India,Sports,Tennis Racket,4,103.5,0.201,Net Banking,414.0,83.214,330.786,191.8559,138.9301,0.42,4,2025,2025-04
102746,2025-04-04,C01948,Customer 1948,East,India,Sports,Yoga Mat,4,32.99,0.072,UPI,131.96,9.5011,122.4589,71.0262,51.4327,0.42,4,2025,2025-04
116649,2025-04-04,C01798,Customer 1798,Central,India,Sports,Tennis Racket,3,110.74,0.132,UPI,332.22,43.853,288.367,167.2528,121.1141,0.42,4,2025,2025-04
113721,2025-04-04,C03063,Customer 3063,East,India,Clothing,Jacket,1,120.24,0.116,Debit Card,120.24,13.9478,106.2922,58.4607,47.8315,0.45,4,2025,2025-04
106692,2025-04-04,C02380,Customer 2380,South,India,Electronics,Smartphone,3,697.06,0.0,Wallet,2091.18,0.0,2091.18,1505.6496,585.5304,0.28,4,2025,2025-04
114012,2025-04-04,C03280,Customer 3280,South,India,Home & Kitchen,Air Fryer,1,105.01,0.112,UPI,105.01,11.7611,93.2489,60.6118,32.6371,0.35,4,2025,2025-04
117288,2025-04-04,C03194,Customer 3194,Central,India,Clothing,Backpack,2,62.16,0.078,UPI,124.32,9.697,114.623,63.0427,51.5804,0.45,4,2025,2025-04
103706,2025-04-04,C00051,Customer 51,West,India,Electronics,Wireless Headphones,4,81.4,0.056,Debit Card,325.6,18.2336,307.3664,221.3038,86.0626,0.28,4,2025,2025-04
102813,2025-04-04,C01332,Customer 1332,East,India,Clothing,Jacket,3,117.38,0.0,Net Banking,352.14,0.0,352.14,193.677,158.463,0.45,4,2025,2025-04
112208,2025-04-04,C02541,Customer 2541,North,India,Home & Kitchen,Air Fryer,2,130.69,0.082,Wallet,261.38,21.4332,239.9468,155.9654,83.9814,0.35,4,2025,2025-04
109059,2025-04-04,C02508,Customer 2508,North,India,Electronics,Laptop,2,967.06,0.102,Debit Card,1934.12,197.2802,1736.8398,1250.5246,486.3151,0.28,4,2025,2025-04
103500,2025-04-04,C02554,Customer 2554,West,India,Sports,Dumbbells,1,65.54,0.139,Wallet,65.54,9.1101,56.4299,32.7294,23.7006,0.42,4,2025,2025-04
117612,2025-04-04,C02535,Customer 2535,North,India,Clothing,Jeans,2,54.38,0.24,Credit Card,108.76,26.1024,82.6576,45.4617,37.1959,0.45,4,2025,2025-04
103770,2025-04-04,C02812,Customer 2812,Central,India,Clothing,Sneakers,1,79.73,0.158,Wallet,79.73,12.5973,67.1327,36.923,30.2097,0.45,4,2025,2025-04
107606,2025-04-04,C00031,Customer 31,North,India,Books,Python Book,2,34.81,0.046,Wallet,69.62,3.2025,66.4175,41.1788,25.2386,0.38,4,2025,2025-04
114456,2025-04-04,C03107,Customer 3107,North,India,Electronics,Wireless Headphones,2,88.53,0.08,Debit Card,177.06,14.1648,162.8952,117.2845,45.6107,0.28,4,2025,2025-04
115052,2025-04-04,C03343,Customer 3343,North,India,Sports,Tennis Racket,2,95.8,0.124,Credit Card,191.6,23.7584,167.8416,97.3481,70.4935,0.42,4,2025,2025-04
113000,2025-04-04,C03248,Customer 3248,Central,India,Clothing,T-Shirt,2,25.27,0.148,Debit Card,50.54,7.4799,43.0601,23.683,19.377,0.45,4,2025,2025-04
106932,2025-04-04,C02605,Customer 2605,West,India,Clothing,Jeans,1,65.19,0.175,Credit Card,65.19,11.4082,53.7818,29.58,24.2018,0.45,4,2025,2025-04
113245,2025-04-04,C01777,Customer 1777,East,India,Home & Kitchen,Vacuum Cleaner,1,195.31,0.082,Credit Card,195.31,16.0154,179.2946,116.5415,62.7531,0.35,4,2025,2025-04
101668,2025-04-05,C01273,Customer 1273,West,India,Electronics,Wireless Headphones,1,69.42,0.119,Credit Card,69.42,8.261,61.159,44.0345,17.1245,0.28,4,2025,2025-04
111430,2025-04-05,C03031,Customer 3031,West,India,Books,Python Book,5,33.13,0.174,Credit Card,165.65,28.8231,136.8269,84.8327,51.9942,0.38,4,2025,2025-04
119244,2025-04-05,C00620,Customer 620,South,India,Sports,Running Shoes,2,109.06,0.064,Wallet,218.12,13.9597,204.1603,118.413,85.7473,0.42,4,2025,2025-04
104968,2025-04-05,C02164,Customer 2164,Central,India,Home & Kitchen,Cookware Set,4,165.04,0.006,Net Banking,660.16,3.961,656.199,426.5294,229.6697,0.35,4,2025,2025-04
116862,2025-04-05,C03173,Customer 3173,East,India,Books,Business Book,5,29.53,0.037,UPI,147.65,5.463,142.187,88.1559,54.031,0.38,4,2025,2025-04
104330,2025-04-05,C01210,Customer 1210,East,India,Books,Data Science Book,2,36.15,0.124,Credit Card,72.3,8.9652,63.3348,39.2676,24.0672,0.38,4,2025,2025-04
114069,2025-04-05,C01473,Customer 1473,East,India,Clothing,Jacket,1,124.22,0.09,Credit Card,124.22,11.1798,113.0402,62.1721,50.8681,0.45,4,2025,2025-04
117955,2025-04-05,C01292,Customer 1292,Central,India,Books,Fiction Book,1,19.79,0.15,Net Banking,19.79,2.9685,16.8215,10.4293,6.3922,0.38,4,2025,2025-04
112796,2025-04-05,C03404,Customer 3404,North,India,Clothing,T-Shirt,1,28.13,0.084,Credit Card,28.13,2.3629,25.7671,14.1719,11.5952,0.45,4,2025,2025-04
116332,2025-04-05,C02076,Customer 2076,Central,India,Clothing,Backpack,2,58.9,0.074,UPI,117.8,8.7172,109.0828,59.9955,49.0873,0.45,4,2025,2025-04
102012,2025-04-05,C03057,Customer 3057,East,India,Home & Kitchen,Coffee Maker,4,99.56,0.171,Credit Card,398.24,68.099,330.141,214.5916,115.5493,0.35,4,2025,2025-04
110563,2025-04-05,C03044,Customer 3044,East,India,Sports,Yoga Mat,1,28.71,0.067,Credit Card,28.71,1.9236,26.7864,15.5361,11.2503,0.42,4,2025,2025-04
104216,2025-04-05,C02719,Customer 2719,North,India,Electronics,Laptop,2,985.96,0.105,UPI,1971.92,207.0516,1764.8684,1270.7052,494.1632,0.28,4,2025,2025-04
101447,2025-04-05,C02621,Customer 2621,North,India,Books,Data Science Book,3,45.59,0.102,Net Banking,136.77,13.9505,122.8195,76.1481,46.6714,0.38,4,2025,2025-04
106450,2025-04-05,C01920,Customer 1920,Central,India,Sports,Yoga Mat,4,33.1,0.138,Debit Card,132.4,18.2712,114.1288,66.1947,47.9341,0.42,4,2025,2025-04
106171,2025-04-05,C02735,Customer 2735,South,India,Books,Python Book,3,38.87,0.111,UPI,116.61,12.9437,103.6663,64.2731,39.3932,0.38,4,2025,2025-04
114378,2025-04-05,C01717,Customer 1717,North,India,Clothing,Jeans,3,55.5,0.104,Debit Card,166.5,17.316,149.184,82.0512,67.1328,0.45,4,2025,2025-04
101822,2025-04-05,C02522,Customer 2522,East,India,Home & Kitchen,Table Lamp,2,43.57,0.08,UPI,87.14,6.9712,80.1688,52.1097,28.0591,0.35,4,2025,2025-04
102520,2025-04-05,C02651,Customer 2651,South,India,Electronics,Smartwatch,3,182.18,0.205,Debit Card,546.54,112.0407,434.4993,312.8395,121.6598,0.28,4,2025,2025-04
109069,2025-04-05,C00962,Customer 962,Central,India,Clothing,Backpack,3,47.26,0.095,UPI,141.78,13.4691,128.3109,70.571,57.7399,0.45,4,2025,2025-04
108398,2025-04-05,C03166,Customer 3166,Central,India,Sports,Dumbbells,1,78.78,0.089,Net Banking,78.78,7.0114,71.7686,41.6258,30.1428,0.42,4,2025,2025-04
114835,2025-04-05,C01450,Customer 1450,Central,India,Books,Fiction Book,1,18.08,0.221,Debit Card,18.08,3.9957,14.0843,8.7323,5.352,0.38,4,2025,2025-04
116820,2025-04-05,C03373,Customer 3373,South,India,Clothing,Jacket,2,103.86,0.175,Wallet,207.72,36.351,171.369,94.253,77.116,0.45,4,2025,2025-04
114380,2025-04-05,C00430,Customer 430,North,India,Home & Kitchen,Coffee Maker,3,93.99,0.08,UPI,281.97,22.5576,259.4124,168.6181,90.7943,0.35,4,2025,2025-04
118547,2025-04-05,C03402,Customer 3402,East,India,Electronics,Smartwatch,1,185.78,0.051,Net Banking,185.78,9.4748,176.3052,126.9398,49.3655,0.28,4,2025,2025-04
